"Year","Articles","MeanTCperArt","MeanTCperYear"
1986,1,0,0
1987,0,0,0
1988,0,0,0
1989,0,0,0
1990,0,0,0
1991,6,108.666666666667,3.29292929292929
1992,6,33.3333333333333,1.04166666666667
1993,14,9.5,0.306451612903226
1994,16,5.6875,0.189583333333333
1995,20,25.45,0.877586206896552
1996,64,11.65625,0.416294642857143
1997,117,15.0769230769231,0.558404558404558
1998,95,13.2,0.507692307692308
1999,96,18.0208333333333,0.720833333333333
2000,100,21.93,0.91375
2001,93,17.752688172043,0.771856007480131
2002,121,9.45454545454546,0.429752066115702
2003,113,69.6283185840708,3.31563421828909
2004,136,22.6176470588235,1.13088235294118
2005,108,19.6851851851852,1.03606237816764
2006,148,8.83783783783784,0.490990990990991
2007,192,24.9791666666667,1.46936274509804
2008,171,7.70760233918129,0.48172514619883
2009,198,8.34343434343434,0.556228956228956
2010,177,14.4350282485876,1.03107344632768
2011,183,16.3989071038251,1.26145439260193
2012,225,39.5333333333333,3.29444444444444
2013,236,8.27118644067796,0.751926040061633
2014,212,8.08018867924529,0.808018867924529
2015,212,10.2405660377359,1.13784067085954
2016,230,12.1608695652174,1.52010869565217
2017,223,9.46636771300449,1.35233824471493
2018,215,9.98604651162791,1.66434108527132
2019,264,9.58333333333333,1.91666666666667
2020,261,9.21455938697318,2.3036398467433
2021,243,6.90946502057613,2.30315500685871
2022,289,1.99653979238754,0.998269896193771
2023,208,0.514423076923077,0.514423076923077
